Symbol,Year,Month,Week,Day,Hour,Minute,Open,High,Low,Close,Volume
EURJPY,2013,2,5,1,0,0,121.003,121.016,120.899,120.914,3281.000,
EURJPY,2013,1,2,1,0,0,121.010,121.019,120.925,121.003,3316.000,
EURJPY,2012,12,6,1,0,0,120.948,121.044,120.947,121.010,3426.000,
EURJPY,2012,11,4,1,0,0,121.003,121.032,120.901,120.948,3107.000,
EURJPY,2012,10,1,1,0,0,121.008,121.030,120.938,121.003,3256.000,
EURJPY,2012,9,6,1,0,0,121.017,121.059,120.934,121.008,4001.000,
EURJPY,2012,8,3,1,0,0,120.818,121.019,120.815,121.014,3442.000,
EURJPY,2012,7,0,1,0,0,120.718,120.947,120.699,120.821,4301.000,
EURJPY,2012,6,5,1,0,0,120.779,120.826,120.600,120.717,4916.000,
EURJPY,2012,5,2,1,0,0,120.813,120.850,120.713,120.778,5894.000,
EURJPY,2012,4,0,1,0,0,121.041,121.055,120.734,120.817,7104.000,
EURJPY,2012,3,4,1,0,0,121.168,121.235,121.008,121.041,6440.000,
EURJPY,2012,2,3,1,0,0,121.286,121.288,120.916,121.169,8043.000,
EURJPY,2012,1,0,1,0,0,121.400,121.423,120.921,121.285,9222.000,
EURJPY,2011,12,4,1,0,0,121.268,121.886,121.235,121.398,11253.000,
EURJPY,2011,11,2,1,0,0,121.294,121.383,121.230,121.271,5223.000,
EURJPY,2011,10,6,1,0,0,121.387,121.397,121.154,121.297,5202.000,
EURJPY,2011,9,4,1,0,0,121.327,121.404,121.314,121.391,2740.000,
EURJPY,2011,8,1,1,0,0,121.397,121.425,121.305,121.326,3171.000,
EURJPY,2011,7,5,1,0,0,121.225,121.402,121.191,121.397,2741.000,
EURJPY,2011,6,3,1,0,0,121.264,121.310,121.184,121.225,3569.000,
EURJPY,2011,5,0,1,0,0,121.447,121.474,121.246,121.267,4095.000,
EURJPY,2011,4,5,1,0,0,121.513,121.629,121.378,121.448,4174.000,
EURJPY,2011,3,2,1,0,0,121.337,121.543,121.285,121.513,4335.000,
EURJPY,2011,2,2,1,0,0,121.396,121.433,121.272,121.337,4275.000,
EURJPY,2011,1,6,1,0,0,121.415,121.579,121.333,121.397,5209.000,
EURJPY,2010,12,3,1,0,0,121.274,121.413,121.263,121.413,3740.000,
EURJPY,2010,11,1,1,0,0,121.226,121.316,121.215,121.275,3659.000,
EURJPY,2010,10,5,1,0,0,121.302,121.311,121.223,121.225,2132.000,
EURJPY,2010,9,3,1,0,0,121.322,121.338,121.270,121.302,2418.000,
EURJPY,2010,8,0,1,0,0,121.329,121.351,121.268,121.323,2230.000,
EURJPY,2010,7,4,1,0,0,121.260,121.350,121.225,121.328,2541.000,
EURJPY,2010,6,2,1,0,0,121.361,121.379,121.229,121.260,2900.000,
EURJPY,2010,5,6,1,0,0,121.408,121.426,121.303,121.359,3556.000,
EURJPY,2010,4,4,1,0,0,121.400,121.473,121.349,121.407,3426.000,
EURJPY,2010,3,1,1,0,0,121.416,121.424,121.357,121.401,2658.000,
EURJPY,2010,2,1,1,0,0,121.442,121.453,121.319,121.417,2598.000,
EURJPY,2010,1,5,1,0,0,121.342,121.478,121.331,121.438,2751.000,
EURJPY,2009,12,2,1,0,0,121.391,121.452,121.339,121.339,2822.000,
EURJPY,2009,11,0,1,0,0,121.268,121.459,121.245,121.391,3349.000,
EURJPY,2009,10,4,1,0,0,121.272,121.332,121.265,121.267,2079.000,
EURJPY,2009,9,2,1,0,0,121.294,121.294,121.219,121.273,1788.000,
EURJPY,2009,8,6,1,0,0,121.297,121.315,121.239,121.293,2836.000,
EURJPY,2009,7,3,1,0,0,121.146,121.311,121.084,121.294,4056.000,
EURJPY,2009,6,1,1,0,0,121.121,121.142,121.054,121.142,780.000,
EURJPY,2009,5,5,1,0,0,121.028,121.141,121.022,121.119,376.000,
EURJPY,2009,4,3,1,0,0,121.118,121.119,120.909,121.075,2253.000,
EURJPY,2009,3,0,1,0,0,121.119,121.188,121.106,121.116,2370.000,
EURJPY,2009,2,0,1,0,0,121.367,121.381,121.051,121.120,5068.000,
